instruction,expected_output
Could you remove all IfcRamp elements located behind the elevator shaft with outdated style?,"{""element_updates"": [{""type"": ""IfcRamp"", ""action"": ""remove"", ""target_properties"": {""location"": ""behind elevator shaft"", ""style"": ""outdated""}}]}"
Could you remove all IfcStairFlight elements located behind the elevator shaft with outdated style?,"{""element_updates"": [{""type"": ""IfcStairFlight"", ""action"": ""remove"", ""target_properties"": {""location"": ""behind elevator shaft"", ""style"": ""outdated""}}]}"
Please normalize all IfcStairFlight dimensions to be in cm units and standardize material names.,"{""element_updates"": [{""type"": ""IfcStairFlight"", ""action"": ""normalize"", ""target_properties"": {""units"": ""cm"", ""material_names"": ""standardized""}}]}"
"Can we verify that all IfcStairFlight elements on the third floor, corridor A have sound insulation class set to B?","{""element_updates"": [{""type"": ""IfcStairFlight"", ""action"": ""verify"", ""target_properties"": {""location"": ""third floor, corridor A"", ""sound_insulation"": ""Class B""}}]}"
Could you remove all IfcStairFlight elements located behind the elevator shaft with outdated style?,"{""element_updates"": [{""type"": ""IfcStairFlight"", ""action"": ""remove"", ""target_properties"": {""location"": ""behind elevator shaft"", ""style"": ""outdated""}}]}"
Would it be possible to update the fire_rating of all IfcRamp instances on behind elevator shaft to EI60?,"{""element_updates"": [{""type"": ""IfcRamp"", ""action"": ""modify"", ""target_properties"": {""location"": ""behind elevator shaft"", ""fire_rating"": ""EI60""}, ""unit"": ""cm""}]}"
"Would it be possible to update the sound_insulation of all IfcRamp instances on third floor, corridor A to Class B?","{""element_updates"": [{""type"": ""IfcRamp"", ""action"": ""modify"", ""target_properties"": {""location"": ""third floor, corridor A"", ""sound_insulation"": ""Class B""}, ""unit"": ""m""}]}"
"Can we verify that all IfcRamp elements on the third floor, corridor A have sound insulation class set to B?","{""element_updates"": [{""type"": ""IfcRamp"", ""action"": ""verify"", ""target_properties"": {""location"": ""third floor, corridor A"", ""sound_insulation"": ""Class B""}}]}"
Could you remove all IfcStairFlight elements located behind the elevator shaft with outdated style?,"{""element_updates"": [{""type"": ""IfcStairFlight"", ""action"": ""remove"", ""target_properties"": {""location"": ""behind elevator shaft"", ""style"": ""outdated""}}]}"
Would it be possible to update the thermal_transmittance of all IfcStairFlight instances on near stairwell to 1.2 W/m²K?,"{""element_updates"": [{""type"": ""IfcStairFlight"", ""action"": ""modify"", ""target_properties"": {""location"": ""near stairwell"", ""thermal_transmittance"": ""1.2 W/m\u00b2K""}, ""unit"": ""m""}]}"
"Can we verify that all IfcStairFlight elements on the third floor, corridor A have sound insulation class set to B?","{""element_updates"": [{""type"": ""IfcStairFlight"", ""action"": ""verify"", ""target_properties"": {""location"": ""third floor, corridor A"", ""sound_insulation"": ""Class B""}}]}"
Could you remove all IfcRamp elements located behind the elevator shaft with outdated style?,"{""element_updates"": [{""type"": ""IfcRamp"", ""action"": ""remove"", ""target_properties"": {""location"": ""behind elevator shaft"", ""style"": ""outdated""}}]}"
Please normalize all IfcStairFlight dimensions to be in cm units and standardize material names.,"{""element_updates"": [{""type"": ""IfcStairFlight"", ""action"": ""normalize"", ""target_properties"": {""units"": ""cm"", ""material_names"": ""standardized""}}]}"
Please normalize all IfcStairFlight dimensions to be in cm units and standardize material names.,"{""element_updates"": [{""type"": ""IfcStairFlight"", ""action"": ""normalize"", ""target_properties"": {""units"": ""cm"", ""material_names"": ""standardized""}}]}"
Please normalize all IfcStairFlight dimensions to be in inches units and standardize material names.,"{""element_updates"": [{""type"": ""IfcStairFlight"", ""action"": ""normalize"", ""target_properties"": {""units"": ""inches"", ""material_names"": ""standardized""}}]}"
Could you remove all IfcRamp elements located behind the elevator shaft with outdated style?,"{""element_updates"": [{""type"": ""IfcRamp"", ""action"": ""remove"", ""target_properties"": {""location"": ""behind elevator shaft"", ""style"": ""outdated""}}]}"
Would it be possible to update the color of all IfcStairFlight instances on west facade to gray?,"{""element_updates"": [{""type"": ""IfcStairFlight"", ""action"": ""modify"", ""target_properties"": {""location"": ""west facade"", ""color"": ""gray""}, ""unit"": ""inches""}]}"
Could you remove all IfcStairFlight elements located behind the elevator shaft with outdated style?,"{""element_updates"": [{""type"": ""IfcStairFlight"", ""action"": ""remove"", ""target_properties"": {""location"": ""behind elevator shaft"", ""style"": ""outdated""}}]}"
"Please add a new IfcRamp near the third floor, corridor A with color set to gray.","{""element_updates"": [{""type"": ""IfcRamp"", ""action"": ""add"", ""target_properties"": {""location"": ""third floor, corridor A"", ""color"": ""gray""}, ""unit"": ""inches""}], ""update_scope"": ""local""}"
"Can we verify that all IfcStairFlight elements on the third floor, corridor A have sound insulation class set to B?","{""element_updates"": [{""type"": ""IfcStairFlight"", ""action"": ""verify"", ""target_properties"": {""location"": ""third floor, corridor A"", ""sound_insulation"": ""Class B""}}]}"
Please add a new IfcRamp near the west facade with frame_type set to aluminum.,"{""element_updates"": [{""type"": ""IfcRamp"", ""action"": ""add"", ""target_properties"": {""location"": ""west facade"", ""frame_type"": ""aluminum""}, ""unit"": ""standard size""}], ""update_scope"": ""local""}"
Please add a new IfcRamp near the behind elevator shaft with frame_type set to aluminum.,"{""element_updates"": [{""type"": ""IfcRamp"", ""action"": ""add"", ""target_properties"": {""location"": ""behind elevator shaft"", ""frame_type"": ""aluminum""}, ""unit"": ""cm""}], ""update_scope"": ""local""}"
Would it be possible to update the color of all IfcStairFlight instances on behind elevator shaft to gray?,"{""element_updates"": [{""type"": ""IfcStairFlight"", ""action"": ""modify"", ""target_properties"": {""location"": ""behind elevator shaft"", ""color"": ""gray""}, ""unit"": ""cm""}]}"
Can we verify that all IfcRamp elements on the west facade have sound insulation class set to B?,"{""element_updates"": [{""type"": ""IfcRamp"", ""action"": ""verify"", ""target_properties"": {""location"": ""west facade"", ""sound_insulation"": ""Class B""}}]}"
Please normalize all IfcStairFlight dimensions to be in standard size units and standardize material names.,"{""element_updates"": [{""type"": ""IfcStairFlight"", ""action"": ""normalize"", ""target_properties"": {""units"": ""standard size"", ""material_names"": ""standardized""}}]}"
Can we verify that all IfcStairFlight elements on the behind elevator shaft have sound insulation class set to B?,"{""element_updates"": [{""type"": ""IfcStairFlight"", ""action"": ""verify"", ""target_properties"": {""location"": ""behind elevator shaft"", ""sound_insulation"": ""Class B""}}]}"
Please normalize all IfcRamp dimensions to be in inches units and standardize material names.,"{""element_updates"": [{""type"": ""IfcRamp"", ""action"": ""normalize"", ""target_properties"": {""units"": ""inches"", ""material_names"": ""standardized""}}]}"
Could you remove all IfcStairFlight elements located behind the elevator shaft with outdated style?,"{""element_updates"": [{""type"": ""IfcStairFlight"", ""action"": ""remove"", ""target_properties"": {""location"": ""behind elevator shaft"", ""style"": ""outdated""}}]}"
Could you remove all IfcRamp elements located behind the elevator shaft with outdated style?,"{""element_updates"": [{""type"": ""IfcRamp"", ""action"": ""remove"", ""target_properties"": {""location"": ""behind elevator shaft"", ""style"": ""outdated""}}]}"
"Would it be possible to update the load_bearing of all IfcRamp instances on third floor, corridor A to True?","{""element_updates"": [{""type"": ""IfcRamp"", ""action"": ""modify"", ""target_properties"": {""location"": ""third floor, corridor A"", ""load_bearing"": true}, ""unit"": ""cm""}]}"
Please normalize all IfcStairFlight dimensions to be in inches units and standardize material names.,"{""element_updates"": [{""type"": ""IfcStairFlight"", ""action"": ""normalize"", ""target_properties"": {""units"": ""inches"", ""material_names"": ""standardized""}}]}"
Could you remove all IfcRamp elements located behind the elevator shaft with outdated style?,"{""element_updates"": [{""type"": ""IfcRamp"", ""action"": ""remove"", ""target_properties"": {""location"": ""behind elevator shaft"", ""style"": ""outdated""}}]}"
Would it be possible to update the frame_type of all IfcStairFlight instances on near stairwell to aluminum?,"{""element_updates"": [{""type"": ""IfcStairFlight"", ""action"": ""modify"", ""target_properties"": {""location"": ""near stairwell"", ""frame_type"": ""aluminum""}, ""unit"": ""standard size""}]}"
Could you remove all IfcRamp elements located behind the elevator shaft with outdated style?,"{""element_updates"": [{""type"": ""IfcRamp"", ""action"": ""remove"", ""target_properties"": {""location"": ""behind elevator shaft"", ""style"": ""outdated""}}]}"
Please add a new IfcStairFlight near the near stairwell with fire_rating set to EI60.,"{""element_updates"": [{""type"": ""IfcStairFlight"", ""action"": ""add"", ""target_properties"": {""location"": ""near stairwell"", ""fire_rating"": ""EI60""}, ""unit"": ""inches""}], ""update_scope"": ""local""}"
"Would it be possible to update the color of all IfcStairFlight instances on third floor, corridor A to gray?","{""element_updates"": [{""type"": ""IfcStairFlight"", ""action"": ""modify"", ""target_properties"": {""location"": ""third floor, corridor A"", ""color"": ""gray""}, ""unit"": ""m""}]}"
Please normalize all IfcStairFlight dimensions to be in m units and standardize material names.,"{""element_updates"": [{""type"": ""IfcStairFlight"", ""action"": ""normalize"", ""target_properties"": {""units"": ""m"", ""material_names"": ""standardized""}}]}"
Would it be possible to update the color of all IfcStairFlight instances on behind elevator shaft to gray?,"{""element_updates"": [{""type"": ""IfcStairFlight"", ""action"": ""modify"", ""target_properties"": {""location"": ""behind elevator shaft"", ""color"": ""gray""}, ""unit"": ""cm""}]}"
Could you remove all IfcStairFlight elements located behind the elevator shaft with outdated style?,"{""element_updates"": [{""type"": ""IfcStairFlight"", ""action"": ""remove"", ""target_properties"": {""location"": ""behind elevator shaft"", ""style"": ""outdated""}}]}"
"Please add a new IfcRamp near the third floor, corridor A with frame_type set to aluminum.","{""element_updates"": [{""type"": ""IfcRamp"", ""action"": ""add"", ""target_properties"": {""location"": ""third floor, corridor A"", ""frame_type"": ""aluminum""}, ""unit"": ""cm""}], ""update_scope"": ""local""}"
Would it be possible to update the thermal_transmittance of all IfcStairFlight instances on behind elevator shaft to 1.2 W/m²K?,"{""element_updates"": [{""type"": ""IfcStairFlight"", ""action"": ""modify"", ""target_properties"": {""location"": ""behind elevator shaft"", ""thermal_transmittance"": ""1.2 W/m\u00b2K""}, ""unit"": ""inches""}]}"
Would it be possible to update the color of all IfcRamp instances on behind elevator shaft to gray?,"{""element_updates"": [{""type"": ""IfcRamp"", ""action"": ""modify"", ""target_properties"": {""location"": ""behind elevator shaft"", ""color"": ""gray""}, ""unit"": ""m""}]}"
Can we verify that all IfcRamp elements on the near stairwell have sound insulation class set to B?,"{""element_updates"": [{""type"": ""IfcRamp"", ""action"": ""verify"", ""target_properties"": {""location"": ""near stairwell"", ""sound_insulation"": ""Class B""}}]}"
Would it be possible to update the color of all IfcRamp instances on west facade to gray?,"{""element_updates"": [{""type"": ""IfcRamp"", ""action"": ""modify"", ""target_properties"": {""location"": ""west facade"", ""color"": ""gray""}, ""unit"": ""m""}]}"
Please normalize all IfcRamp dimensions to be in standard size units and standardize material names.,"{""element_updates"": [{""type"": ""IfcRamp"", ""action"": ""normalize"", ""target_properties"": {""units"": ""standard size"", ""material_names"": ""standardized""}}]}"
"Please add a new IfcRamp near the third floor, corridor A with thermal_transmittance set to 1.2 W/m²K.","{""element_updates"": [{""type"": ""IfcRamp"", ""action"": ""add"", ""target_properties"": {""location"": ""third floor, corridor A"", ""thermal_transmittance"": ""1.2 W/m\u00b2K""}, ""unit"": ""cm""}], ""update_scope"": ""local""}"
